x,y,SVI_ID,none,hide,bone,brick,cardboard,carpet,ceilingtile,ceramic,chalkboard,clutter,concrete,cork,engineeredstone,fabric,fiberglass,fire,foliage,food,fur,gemstone,glass,hair,icannottell,ice,leather,liquid,metal,mirror,notonlist,paint,paper,pearl,photograph,clearplastic,plastic,rubber,sand,skin,sky,snow,soap,soil,sponge,stone,polishedstone,styrofoam,tile,wallpaper,water,wax,whiteboard,wicker,wood,treewood,badpolygon,multiplematerials,asphalt
-73.95477181,40.8075152,21,0,0,0,0.065112305,0,0,0,0,0,0,0.416516113,0,0,0,0,0,0.161444092,0,0,0,0.064056396,0,0,0,0,0,0.001226807,0,0,0.173071289,0,0,0,0,0.021966553,0.020953369,0,0,0.073547363,0,0,0,0,0.002056885,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0
-73.95398492,40.80718594,22,0,0,0,0.031848145,0.004089355,0,0,0,0,0,0.261303711,0,0,0,0,0,0.435797119,0,0,0,0.018011475,0,0,0,0,0,0.047363281,0,0,0.078588867,0.001092529,0,0,0,0.034979248,0.028942871,0,0,0.000634766,0,0,0.010925293,0,0.000115967,0,0,0,0,0,0,0,0,0,0.008782959,0,0,0.037524414
-73.95319937,40.80685484,23,0,0,0,0.077160645,0,0,0,0,0,0,0.097912598,0,0,0,0,0,0.214068604,0,0,0,0.061230469,0,0,0,0,0,0.003613281,0,0,0.083758545,0,0,0,0,0.000762939,0.014648438,0,0,0.136358643,0,0,0,0,0.000146484,0,0,0,0,0,0,0,0,0,2.44E-05,0,0,0.310314941
-73.9510373,40.800073,24,0,0,0,0.000201416,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.076324463,0,0,0,0.019665527,0,0,0,0,0,0.000750732,0,0,0.139007568,0,0,0,0,0,0.000561523,0,0,0.089562988,0,0,0,0,0.174499512,0,0,0,0,0,0,0,0,0,0,0,0,0.499383545
-73.95182412,40.80040234,25,0,0,0,0.013183594,0,0,0,0,0,0,0.068591309,0,0,0,0,0,0.228918457,0,0,0,0.056378174,0,0,0,0,0,0,0,0,0.195928955,0,0,0,0,0,0.028344727,0,0,0.052941895,0,0,0,0,0.009173584,0,0,0,0,0,0,0,0,0,0.018389893,0,0,0.328149414
-73.95261214,40.80073006,26,0,0,0,0.055944824,0,0,0,0,0,0,0.355895996,0,0,0.000268555,0,0,0.150683594,0,0,0,0.000402832,0,0,0,0,0,0.003015137,0,0,0.148040771,0,0,0,0,0,0,0,0.00112915,0.047711182,0,0,0,0,0.07255249,0,0,0,0,0,0,0,0,0,0,0,0,0.164355469
-73.95339702,40.80106211,27,0,0,0,0,0,0,0,0,0,0,0.112573242,0,0,0,0,0,0.510839844,0,0,0,0.026593018,0,0,0,0,0,0.017944336,0,0,0.06237793,0,0,0,0,0.000604248,0.0109375,0,0,0.04085083,0,0,0,0,0.000195313,0,0,0,0,0,0,0,0,0,0.015362549,0,0,0.201721191
-73.9541824,40.80139348,28,0,0,0,0,0,0,0,0,0,0,0.186962891,0,0,0.003204346,0,0,0.233984375,0,0,0,0.027587891,0,0,0,0,0,0.010070801,0,0,0.123638916,0,0,0,0,0.010522461,0.01550293,0,0.001464844,0.045843506,0,0,0,0,0.027716064,0,0,0,0,0,0,0,0,0,0.000115967,0,0,0.31338501
-73.95496739,40.80172538,29,0,0,0,0.007867432,0,0,0,0,0,0,0.145074463,0,0,0,0,0,0.268029785,0,0,0,0.015631104,0,0,0,0,0,0.069006348,0,0,0.166497803,0,0,0,0,0,0.045654297,0,0,0.013684082,0,0,0,0,0.00534668,0,0,0,0,0,0,0,0,0,0.050683594,0,0,0.212524414
-73.95575237,40.80205727,30,0,0,0,0,0,0,0,0,0,0,0.107873535,0,0,8.54E-05,0,0,0.217614746,0,0,0,0.103839111,0,0,0,0,0,1.83E-05,0,0,0.189489746,0,0,0,0,0.001190186,0.014471436,0,0,0.134637451,0,0,0.000439453,0,0.005493164,0,0,0,0,0,0,0,0,0,0.001599121,0,0,0.223248291
-73.95653736,40.80238917,31,0,0,0,0.026953125,0,0,0,0,0,0,0.429095459,0,0,0.044689941,0,0,0.066674805,0,0,0,0.00111084,0,0,0,0,0,0.046276855,0,0,0.119885254,0,0,0,0,0.000762939,0,0,0.000152588,0.122497559,0,0,0.002246094,0,0.000628662,0,0,0,0,0,0,0,0,0,0,0,0,0.139025879
-73.95732544,40.80271678,32,0,0,0,0.056213379,0,0,0,0,0,0,0.119732666,0,0,0,0,0,0.192193604,0,0,0,0.075097656,0,0,0,0,0,0.00592041,0,0,0.205200195,0,0,0,0,0.000518799,0.031726074,0,0,0.112982178,0,0,0.001019287,0,0.023370361,0,0,0,0,0.02555542,0,0,0,0,1.83E-05,0,0,0.15045166
-73.9581096,40.8030498,33,0,0,0,0,0,0,0,0,0,0,0.119927979,0,0,0,0,0,0.514428711,0,0,0,0,0,0,0,0,0,0.000140381,0,0,0.005755615,0,0,0,0,0,0,0,6.71E-05,0.039239502,0,0,0,0,0.002789307,0,0,0,0,0,0,0,0,0,0.005297852,0,0,0.312353516
-73.9595472,40.7987264,34,0,0,0,0.137872314,0,0,0,0,0,0,0.476116943,0,0,0,0,0,0.176708984,0,0,0,0.011956787,0,0,0,0,0,0.005126953,0,0,0.121936035,0,0,0,0,0,0,0,0,0.038256836,0,0,0,0,0.022802734,0,0,0,0,0,0,0,0,0,0,0,0,0.009222412
-73.96033379,40.79905612,35,0,0,0,0.019433594,0,0,0,0,0,0,0.173406982,0,0,0.000921631,0,0,0.25,0,0,0,0.007299805,0,0,0,0.000598145,0,0.012652588,0,0,0.226220703,0,0,0,0,0.010400391,0.059637451,0.018682861,0.001794434,0.024639893,0,0,2.44E-05,0,0.004724121,0,0,0,0,0.067175293,0,0,0,0,0.106323242,0,0,0.016064453
-73.96112044,40.79938574,36,0,0.071801758,0,0.024584961,0,0,0,0,0,0,0.090350342,0,0,0.013494873,0,0,0.28694458,0,0,0,0,0.000134277,0,0,0.006359863,0,0.059844971,0,0,0.087811279,0,0,0,0,0.01920166,0.052661133,0.037554932,0.000640869,0.006884766,0,0,0.009838867,0,0.008502197,0,0,0,0,0.128320313,0,0,0,0.000396729,0.094671631,0,0,0
-73.96190739,40.79971496,37,0,0,0,0.000439453,0,0,0,0,0,0,0.114086914,0,0,0,0,0,0.335491943,0,0,0,0.007824707,0,0,0,0,0,0.071112061,0,0,0.147949219,0,0,0,0,0,0.039794922,0,0,0.030541992,0,0,0.067370605,0,0,0,0,0,0,0.104980469,0,0,0,0,0.074060059,0,0,0.006347656
-73.96269343,40.80004542,38,0,0,0,0.120129395,0,0,0,0,0,0,0.092468262,0,0,0,0,0,0.30324707,0,0,0,0.043719482,0,0,0,0,0,0.000909424,0,0,0.056811523,0,0,0,0,0.00010376,0.03862915,0,0,0.07668457,0,0,0.002380371,0,0.002770996,0,0,0,0,0,0,0,0,0,0.027313232,0,0,0.234832764
-73.96347802,40.80037787,39,0,0,0,0.051751709,0,0,0,0,0,0,0.063153076,0,0,0,0,0,0.374468994,0,0,0,0.041137695,0,0,0,0,0,0.013446045,0,0,0.082910156,0,0,0,0,0,0.011871338,0,0,0.054455566,0,0,0.045013428,0,0.003900146,0,0,0,0,0,0,0,0,0,0.019470215,0,0,0.238421631
-73.96426226,40.8007108,40,0,0,0,0.24362793,0,0,0,0,0,0,0.340557861,0,0,0,0,0,0.121899414,0,0,0,0.002886963,0,0,0,0,0,0.014141846,0,0,0.061352539,0,0,0,0,0,0.002539063,0,0,0.061376953,0,0,0,0,0.001916504,0,0,0,0,0.058880615,0,0,0,0,0,0,0,0.090820313
-73.96504648,40.80104375,41,0,0,0,0,0,0,0,0,0,0,0.56539917,0,0,3.05E-05,0,0,0.157196045,0,0,0,0,0,0,0,0,0,0.000140381,0,0,0.177600098,0,0,0,0,0,0.004248047,0,0.000213623,0.054644775,0,0,0,0,0.037426758,0,0,0,0,0,0,0,0,0,0,0,0,0.003100586
-73.96583147,40.80137563,42,0,0,0,0.019140625,0.008825684,0,0,0,0,0,0.209747314,0,0,0,0,0,0.359222412,0,0,0,0.013922119,0,0,0,0,0,2.44E-05,0,0,0.107781982,0,0,0,0,0.001348877,0.011877441,0,0,0.015496826,0,0,0,0,0.117285156,0,0,0,0,0,0,0,0,0.005200195,0.00612793,0,0,0.123999023
-73.96661641,40.8017076,43,0,0,0,0.064550781,0,0,0,0,0,0,0.109863281,0,0,0,0,0,0.118255615,0,0,0,0.034277344,0,0,0,0,0,0.001971436,0,0,0.35803833,0,0,0,0,0.00680542,0.03885498,0,0,0.027398682,0,0,0,0,0.016595459,0,0,0,0,0,0,0,0,0,0,0,0,0.223388672
-73.96740135,40.80203956,44,0,0,0,0.017834473,0,0,0,0,0,0,0.241351318,0,0,0,0,0,0.231420898,0,0,0,0.081976318,0,0,0,0,0,0,0,0,0.066253662,0,0,0,0,0,0.006225586,0,0,0.120037842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234899902
-73.95936,40.8061125,45,0,0,0,0.015039063,0,0,0,0,0,0,0.253411865,0,0,0,0,0,0.306195068,0,0,0,0.000817871,0,0,0,0,0,0.001959229,0,0,0.066131592,0,0,0,0,0.001849365,0,0,0,0.087042236,0,0,0,0,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.267504883
-73.96014457,40.80644494,46,0,0,0,0,0,0,0,0,0,0,0.208679199,0,0,0,0,0,0.209588623,0,0,0,0.00112915,0,0,0,0,0,0.090539551,0,0,0.162322998,0.000866699,0,0,0,0.002435303,0.004650879,0,0,0.123986816,0,0,0.073699951,0,0.00480957,0,0,0,0,0,0,0,0,0,0.003503418,0,0,0.113787842
-73.96092903,40.80677754,47,0,0,0,0.037371826,0,0,0,0,0,0,0.112078857,0,0,0.000292969,0,0,0.199145508,0,0.000543213,0,0.043206787,0,0,0,0,0,4.27E-05,0,0,0.148193359,0,0,0,0,0,6.10E-06,0,9.16E-05,0.0559021,0,0,6.10E-06,0,0.001953125,0,0,0,0,0,0,0,0,0,0.000921631,0,0,0.400244141
-73.967373,40.806127,48,0,0,0,0.103930664,0,0,0,0,0,0,0.501696777,0,0,0,0,0,0.059405518,0,0,0,0.057757568,0,0,0,0,0,0.000701904,0,0,0.168017578,0,0,0,0,0.001397705,0.038500977,0,0,0.050970459,0,0,0,0,0.01762085,0,0,0,0,0,0,0,0,0,0,0,0,0
-73.96658702,40.80579648,49,0,0,0,0.016949463,0.028393555,0,0,0,0,0,0.22154541,0,0,0.00201416,0,0,0.1324646,0,0,0,0.044158936,0,0,0,0,0,0.036505127,0,0,0.270043945,0,0,0,0,0.065026855,0.013458252,0,0,0.075567627,0,0,0,0,0.000219727,0,0,0,0,0,0,0,0,0,0.00020752,0,0,0.093444824
-73.9605349,40.7973764,50,0,0,0,0.01618042,0,0,0,0,0,0,0.224023438,0,0,0,0,0,0.242272949,0,0,0,0.003381348,0,0,0,0,0,0.014031982,0,0,0.036553955,0,0,0,0,0,0,0,0,0.077050781,0,0,0,0,0.056005859,0,0,0,0,0,0,0,0,0,0,0,0,0.330499268
-73.9613215,40.79770609,51,0,0,0,0.031616211,0,0,0,0,0,0,0.485064697,0,0,0,0,0,0.228234863,0,0,0,0.000915527,0,0,0,0,0,0.006445313,0,0,0.133081055,0,0,0,0,0,0,0,0.000158691,0.076818848,0,0,3.05E-05,0,0.000964355,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0.028857422
-73.96210874,40.79803492,52,0,0,0,0.047570801,0,0,0,0,0,0,0.381677246,0,0,0,0,0,0.325366211,0,0,0,0.00166626,0,0,0,0,0,0.003442383,0,0,0.045922852,0,0,0,0,0.006842041,0.026269531,0,0,0.038726807,0,0,0.005651855,0,0.003845215,0,0,0,0,0.000317383,0,0,0,0,0.069775391,0,0,0.042926025
-73.96289384,40.79836668,53,0,0,0,0.13213501,0,0,0,0,0,0,0.410144043,0,0,0.001757813,0,0,0.203491211,0,0,0,0.002423096,0.000689697,0,0,0,0,0.103387451,0,0,0.059625244,3.05E-05,0,0,0,0.005963135,0,0,0.000506592,0.045440674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029589844,0,0,0.004815674
-73.96367936,40.79869786,54,0,0,0,0,0,0,0,0,0,0,0.119036865,0,0,0,0,0,0.326147461,0,0,0,0.063397217,0,0,0,0,0,0.007617188,0,0,0.159503174,9.77E-05,0,0,0,0.000970459,0.024627686,0,0,0.016943359,0,0,0,0,0.046435547,0,0,0,0,0.000238037,0,0,0,0,0.01875,0,0,0.216235352
-73.96446553,40.79902816,55,0,0,0,0.014019775,0,0,0,0,0,0,0.419317627,0,0,0,0,0,0.31987915,0,0,0,0,0,0,0,0,0,0.010253906,0,0,0.028668213,0,0,0,0,0,0.017169189,0,0,0.017987061,0,0,0.007336426,0,0.002178955,0,0,0,0,0.038598633,0,0,0,0,0.048925781,0,0,0.075665283
-73.9652517,40.79935845,56,0,0,0,0.03069458,0,0,0,0,0,0,0.25345459,0,0,0,0,0,0.390441895,0,0,0,0,0,0,0,0,0,0.028857422,0,0,0.018585205,0,0,0,0,0.021228027,0.013513184,0,0,0.032476807,0,0,0,0,6.10E-05,0,0,0,0,0,0,0,0,0,0.13536377,0,0,0.075323486
-73.96603787,40.79968874,57,0,0,0,0.042987061,0,0,0,0,0,0,0.558721924,0,0,0,0,0,0.161328125,0,0,0,0.005200195,0,0,0,0,0,7.32E-05,0,0,0.156365967,0,0,0,0,6.10E-06,0,0,0,0.067877197,0,0,0,0,0.003497314,0,0,0,0,0,0,0,0,0,0,0,0,0.003942871
-73.9668228,40.8000206,58,0,0,0,0.143139648,0,0,0,0,0,0,0.05690918,0,0,0,0,0,0.270788574,0,0,0,0.120123291,0,0,0,0,0,0.002386475,0,0,0.11529541,0,0,0,0,0.000610352,0.029516602,0,0,0.05057373,0,0,0,0,0.040856934,0,0,0,0,0,0,0,0,0,0.002142334,0,0,0.167657471
-73.96760687,40.80035377,59,0,0,0,0,0,0,0,0,0,0,0.032110596,0,0,0,0,0,0.174365234,0,0,0,0.425140381,0,0,0,0,0,0,0,0,0.082971191,0,0,0,0,0,0.032818604,0,5.49E-05,0.074603271,0,0,0,0,3.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.177905273
-73.9683911,40.80068648,60,0,0,0,0.16605835,0,0,0,0,0,0,0.059051514,0,0,4.27E-05,0,0,0.192828369,0,0,0,0.03125,0,0,0,0,0,0.001062012,0,0,0.092547607,0,0,0,0,0,0.026708984,0,0,0.008618164,0,0,0,0,0.00090332,0,0,0,0,0,0,0,0,0,0.117974854,0,0,0.302954102
-73.958191,40.8056136,61,0,0,0,0.003259277,0,0,0,0,0,0,0.045751953,0,0,0,0,0,0.297369385,0,0,0,0.000695801,0,0,0,0,0,0.049395752,0,0,0.10012207,0,0,0,0,0,0.002301025,0,0.000787354,0.078515625,0,0,0,0,0.003039551,0,0,0,0,0,0,0,0,0,0,0,0,0.418762207
-73.95777201,40.80621701,62,0,0,0,0.081524658,0,0,0,0,0,0,0.026123047,0,0,0,0,0,0.24473877,0,0,0,0.015222168,0,0,0,0,0,0.002630615,0,0,0.011120605,0,0,0,0,0,0,0,0,0.155621338,0,0,0,0,0.044708252,0,0,0,0,0,0,0,0,0,0,0,0,0.418310547
-73.95733749,40.80681442,63,0,0,0,0.019726563,0,0,0,0,0,0,0.122686768,0,0,0,0,0,0.265917969,0,0,0,0.002813721,0,0,0,0,0,0,0,0,0.117633057,0,0,0,0,0,0,0,0,0.124304199,0,0,0,0,0.007623291,0,0,0,0,0,0,0,0,0,0,0,0,0.339294434
-73.95690282,40.80741177,64,0,0,0,0,0,0,0,0,0,0,0.000146484,0,0,0,0,0,0.389807129,0,0,0,0.005133057,0,0,0,0,0,0.00022583,0,0,0.002819824,0,0,0,0,0,0.005767822,0,0,0.145037842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671387,0,0,0.450390625
-73.95646785,40.80800898,65,0,0,0,0,0,0,0,0,0,0,0.038897705,0,0,0,0,0,0.303863525,0,0,0,0.011468506,0,0,0,0,0,1.83E-05,0,0,0.07635498,0,0,0,0,0,0.008026123,0,0.000531006,0.103210449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457629395
-73.95603044,40.80860514,66,0,0,0,0,0,0,0,0,0,0,0.005267334,0,0,0,0,0,0.250506592,0,0,0,0.011193848,0,0,0,0,0,0.000366211,0,0,0.075036621,0,0,0,0,0,0.014508057,0,0,0.186468506,0,0,0,0,0.003778076,0,0,0,0,0,0,0,0,0,0,0,0,0.452874756
-73.95559489,40.8092021,67,0,0,0,0.001293945,0,0,0,0,0,0,0,0,0,0,0,0,0.185968018,0,0,0,0.0456604,0,0,0,0,0,0.000506592,0,0,0.110974121,0,0,0,0,0,0.003778076,0,0,0.185180664,0,0,0,0,0.010522461,0,0,0,0,0,0,0,0,0,0,0,0,0.456115723
-73.9551599,40.80979929,68,0,0,0,4.88E-05,0,0,0,0,0,0,0.01751709,0,0,0,0,0,0.19730835,0,0,0,0.012994385,0,0,0,0,0,0.00145874,0,0,0.14541626,0,0,0,0,0,0.004870605,0,0,0.175024414,0,0,0,0,0.000109863,0,0,0,0,0,0,0,0,0,0.0003479,0,0,0.444903564
-73.9639023,40.8124025,69,0,0,0,0,0,0,0,0,0,0,0.019610596,0,0,0,0,0,0.412921143,0,0,0,0,0,0,0,0,0,0.001983643,0,0,0.029162598,0,0,0,0,1.83E-05,0,0,0,0.041021729,0,0,0,0,0.015606689,0,0,0,0,0,0,0,0,0,0.058483887,0,0,0.421191406
-73.96319263,40.81240333,70,0,0,0,0,0,0,0,0,0,0,0.036193848,0,0,0,0,0,0.314703369,0,0,0,0,0,0,0,0,0,0.010058594,0,0,0.074151611,0,0,0,0,5.49E-05,0.011151123,0,0,0.121514893,0,0,0,0,0.001782227,0,0,0,0,0,0,0,0,0,0,0,0,0.430389404
-73.9648822,40.8084384,71,0,0,0,0.023736572,0,0,0,0,0,0,0.424841309,0,0,0,0,0,0.148980713,0,0,0,0.028344727,0,0,0,0,0,0,0,0,0.27857666,0,0,0,0,0,0,0,0,0.060876465,0,0,0,0,0.009509277,0,0,0,0,0,0,0,0,0,0,0,0,0.025134277
-73.9610669,40.8017902,72,0,0,0,0.023236084,0,0,0,0,0,0,0.480413818,0,0,0.000537109,0,0,0.070593262,0,0,0,0.006878662,0,0,0,0,0,0.005725098,0,0,0.119696045,0,0,0,0,0.000537109,0,0,0,0.194403076,0,0,0,0,0.073065186,0,0,0,0,0,0,0,0,0,0,0,0,0.024914551
-73.96146227,40.80118138,73,0,0,0,0.007006836,0,0,0,0,0,0,0.252325439,0,0,0.00177002,0,0,0.183044434,0,0,0,0.072259521,0,0,0,0,0,0.018572998,0,0,0.146728516,0,0,0,0,0.001379395,0,0,0,0.121954346,0,0,0,0,0.005621338,0,0,0,0,0,0,0,0,0,0,0,0,0.189337158
-73.9572467,40.8093981,74,0,0,0,0.009283447,0,0,0,0,0,0,0.326464844,0,0,0,0,0,0.093591309,0,0,0,0.057885742,0,0,0,4.27E-05,0,0,0,0,0.174969482,0,0,0,0,0,0,0,0,0.04418335,0,0,0,0,0.044049072,0,0,0,0,0,0,0,0,0,0,0,0,0.249530029
-73.95803595,40.80972407,75,0,0,0,5.49E-05,0,0,0,0,0,0,0.219494629,0,0,0,0,0,0.063830566,0,0,0,0.082495117,0,0,0,0,0,0.104748535,0,0,0.158728027,0,0,0,0,0.000671387,0.013653564,0,0,0.078796387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097149658,0,0,0.180377197
-73.9633898,40.8036319,76,0,0,0,0.001367188,0,0,0,0,0,0,0.100311279,0,0,0,0,0,0.311187744,0,0,0,0.009576416,0,0,0,0,0,0.000915527,0,0,0.22064209,0,0,0,0,0.004052734,0.04364624,0,0,0.048925781,0,0,0.000421143,0,0.019573975,0,0,0,0,0.034503174,0,0,0,0,0.000341797,0,0,0.204534912
