x,y,SVI_ID,none,hide,bone,brick,cardboard,carpet,ceilingtile,ceramic,chalkboard,clutter,concrete,cork,engineeredstone,fabric,fiberglass,fire,foliage,food,fur,gemstone,glass,hair,icannottell,ice,leather,liquid,metal,mirror,notonlist,paint,paper,pearl,photograph,clearplastic,plastic,rubber,sand,skin,sky,snow,soap,soil,sponge,stone,polishedstone,styrofoam,tile,wallpaper,water,wax,whiteboard,wicker,wood,treewood,badpolygon,multiplematerials,asphalt
-73.96417631,40.8039617,77,0,0,0,0.031085205,0,0,0,0,0,0,0.127264404,0,0,0.004058838,0,0,0.2730896,0,1.22E-05,0,0,1.22E-05,0,0,0.021112061,0,0.134576416,0,0,0.037939453,0.01026001,0,0,0,0.004211426,0.014593506,0,0,0.026568604,0,0,0.006384277,0,0.00012207,0,0,0,0,0.171917725,0,0,0,0.013317871,0.123474121,0,0,0
-73.96496097,40.80429402,78,0,0,0,0.00793457,0,0,0,0,0,0,0.134088135,0,0,0,0,0,0.22980957,0,0,0,0.047265625,0,0,0,0,0,0.013543701,0,0,0.259008789,0,0,0,0,0,0.029571533,0,0,0,0,0,0.013165283,0,0.026312256,0,0,0,0,0.057476807,0,0,0,0,0.099298096,0,0,0.082525635
-73.96574682,40.80462473,79,0,0,0,0.096112061,0,0,0,0,0,0,0.195556641,0,0,1.83E-05,0,0,0.209741211,0,0,0,0.118365479,0,0,0,0,0,0.017834473,0,0,0.194506836,0,0,0,0,0.006414795,0.026745605,0,0,0.026385498,0,0,0.006066895,0,0.004376221,0,0,0.007525635,0,0.049291992,0,0,0,0,0.013330078,0,0,0.027728271
-73.9642951,40.8073049,80,0,0,0,0,0,0,0,0,0,0,0.231903076,0,0,0.00144043,0,0,0.088922119,0,0,0,0.124645996,0,0,0,0,0,0,0,0,0.224151611,0,0,0,0,0,0,0,0,0.056707764,0,0,0,0,0.007409668,0,0,0,0,0,0,0,0,0,0.000177002,0,0,0.264642334
-73.9615515,40.8061528,81,0,0,0,0.14432373,0,0,0,0,0,0,0.421417236,0,0,0,0,0,0.033984375,0,0,0,0.192785645,0,0,0,0,0,0.000683594,0,0,0.067980957,0,0,0,0,0.000250244,0,0,0,0.063220215,0,0,0,0,0.002526855,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0.072784424
-73.96076327,40.80582538,82,0,0,0,0.01819458,0,0,0,0,0,0,0.219543457,0,0,0.000238037,0,0,0.257592773,0,0,0,0.005303955,0.001031494,0,0,0,0,0.046704102,0,0,0.223846436,0,0,0,0,0,0.041082764,0,0.001153564,0.083972168,0,0,0.006311035,0,0.051031494,0,0,0,0,0,0,0,0,0,0.001654053,0,0,0.042340088
-73.95997621,40.80549636,83,0,0,0,0,0,0,0,0,0,0,0.159576416,0,0,0.001605225,0,0,0.419342041,0,0,0,0.016552734,0,0,0,0,0,0.00322876,0,0,0.02713623,0,0,0,0,0,0.013128662,0,0,0.165325928,0,0,0.00067749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193426514
-73.9586275,40.7999836,84,0,0,0,0.04052124,0,0,0,0,0,0,0.296136475,0,0,0,0,0,0.165435791,0,0,0,0.01697998,0,0,0,0,0,6.10E-06,0,0,0.210241699,0,0,0,0,0,0,0,0,0.094189453,0,0,0,0,0.006109619,0,0,0,0,0,0,0,0,0,0,0,0,0.170379639
-73.9594129,40.80031495,85,0,0,0,0,0,0,0,0,0,0,0.061804199,0,0,0,0,0,0.417590332,0,0,0,0.017810059,0,0,0,0,0,0,0,0,0.086816406,0,0,0,0,0,0.043054199,0,0,0.031463623,0,0,0,0,0.002935791,0,0,0,0,0,0,0,0,0,0.017456055,0,0,0.321069336
-73.96019894,40.8006454,86,0,0,0,0,0,0,0,0,0,0,0.130529785,0,0,0,0,0,0.300378418,0,0,0,0.001721191,0,0,0,0,0,0.03447876,0,0,0.054742432,0.003051758,0,0,0,0,0.012823486,0,0,0.056561279,0,0,4.27E-05,0,0.002862549,0,0,0,0,0,0,0,0,0,0.001831055,0,0,0.400976563
-73.96098406,40.80097713,87,0,0,0,0.002764893,0,0,0,0,0,0,0.114178467,0,0,0,0,0,0.269232178,0,0,0,0.040142822,0,0,0,0,0,0.006860352,0,0,0.101507568,0,0,0,0,0,0.012677002,0,0,0.024761963,0,0,0.001116943,0,0.123284912,0,0,0,0,0.028662109,0,0,0,0,0.003283691,0,0,0.2715271
-73.9596504,40.8011565,88,0,0,0,0.002185059,0,0,0,0,0,0,0.122271729,0,0,0.000469971,0,0,0.22076416,0,0,0,0,0,0,0,0,0,0.002001953,0,0,0.093963623,0,0,0,0,0,0.001477051,0,0.001159668,0.097851563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457855225
-73.96042542,40.80150165,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254144287,0,0,0,0.002099609,0,0,0,0,0,0.00480957,0,0,0.100140381,0,0,0,0,0,0.011242676,0,0,0.141479492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002270508,0,0,0.483813477
-73.960109,40.8081275,90,0,0,0,0.01918335,0,0,0,0,0,0,0.555859375,0,0,0,0,0,0.087438965,0,0,0,0.000177002,0,0,0,0,0,0.010986328,0,0,0.064147949,0,0,0,0,0,0,0,0,0.056750488,0,0,0,0,0.005419922,0,0,0,0,0,0,0,0,0,0,0,0,0.200036621
-73.95932227,40.80779802,91,0,0,0,0,0,0,0,0,0,0,0.543261719,0,0,0.017938232,0,0,0.08404541,0,0,0,0.101452637,0,0,0,0,0,0.004486084,0,0,0.142999268,0.000689697,0,0,0,0.00446167,0.008422852,0,0,0.082550049,0,0,0,0,0.004748535,0,0,0,0,0.003839111,0,0,0,0,0,0,0,0.001104736
-73.95853554,40.80746854,92,0,0,0,0,0,0,0,0,0,0,0.033685303,0,0,0,0,0,0.414239502,0,0,0,0,0,0,0,0,0,0.00369873,0,0,0.00135498,0,0,0,0,0,0,0,0,0.152740479,0,0,0.062994385,0,0,0,0,0,0,0,0,0,0,0,0.027435303,0,0,0.303851318
-73.9572588,40.8069224,93,0,0,0,0.027069092,0,0,0,0,0,0,0.437945557,0,0,0,0,0,0.177313232,0,0,0,0.004217529,0,0,0,0,0,0.063598633,0,0,0.218444824,0.010021973,0,0,0,0.003216553,0,0,0,0.047961426,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,0.000537109,0,0,0.009625244
-73.95647423,40.80658996,94,0,0,0,0.001025391,0,0,0,0,0,0,0.146411133,0,0,0,0,0,0.179309082,0,0,0,0.109655762,0,0,0,0,0,0.007470703,0,0,0.334228516,0,0,0,0,0,0.017822266,0,0,0.0296875,0,0,0,0,0.007403564,0,0,0,0,0,0,0,0,0,0.001934814,0,0,0.16505127
-73.95568795,40.80625987,95,0,0,0,0.026483154,0,0,0,0,0,0,0.112945557,0,0,0,0,0,0.412359619,0,0,0,0.003540039,0,0,0,0,0,0.095343018,0,0,0.013519287,0,0,0,0,0.006915283,0.040045166,0,0,0,0,0,0.007208252,0,0.002624512,0,0,0,0,0,0,0,0,0,0.086096191,0,0,0.192919922
-73.95490032,40.80593163,96,0,0,0,0.032672119,0,0,0,0,0,0,0.019665527,0,0,0,0,0,0.14934082,0,0,0,0.075994873,0,0,0,0,0,0.001275635,0,0,0.21663208,0,0,0,0,0,0.023370361,0,0,0.111791992,0,0,0,0,0.001086426,0,0,0,0,0,0,0,0,0,0,0,0,0.368170166
-73.95411381,40.80560185,97,0,0,0,0.01630249,0,0,0,0,0,0,0.438470459,0,0,0,0,0,0.121069336,0,0,0,0.033862305,0,0,0,0,0,0.00480957,0,0,0.225292969,0.000372314,0,0,0,0.001806641,0.003479004,0,0,0.123657227,0,0,0,0,0.00536499,0,0,0,0,0.000518799,0,0,0,0,0,0,0,0.024993896
-73.95332912,40.80526957,98,0,0,0,0.000653076,0.000268555,0,0,0,0,0,0.271972656,0,0,0,0,0,0.200933838,0,0,0,0.006396484,0,0,0,0,0,0.194580078,0,0,0.149707031,0,0,0,0,0.003210449,0.011419678,0,0,0.088848877,0,0,0.001275635,0,0.00012207,0,0,0,0,0,0,0,0,0,0.000421143,0,0,0.07019043
-73.9582686,40.8106334,99,0,0,0,0.210778809,0,0,0,0,0,0,0.105688477,0,0,0.001708984,0,0,0.144000244,0,0,0,0.053106689,0,0,0,0,0,2.44E-05,0,0,0.090100098,0,0,0,0,0.000506592,0.018103027,0,0,0.033123779,0,0,0,0,0.004840088,0,0,0,0,0,0,0,0,0,0,0,0,0.338018799
-73.9590529,40.81096618,100,0,0,0,0.002416992,0,0,0,0,0,0,0.112426758,0,0,0,0,0,0.212689209,0,0,0,0.010241699,0,0,0,0,0,0.015332031,0,0,0.215112305,0,0,0,0,0,0.01807251,0,0,0.039147949,0,0,0.033721924,0,0.046722412,0,0,0,0,0.005249023,0,0,0,0,0,0,0,0.288867188
-73.95983815,40.81129767,101,0,0,0,0.005584717,0,0,0,0,0,0,0.002441406,0,0,0,0,0,0.327032471,0,0,0,0.004797363,0,0,0,0,0,0.000805664,0,0,0.098138428,0,0,0,0,0,0.00604248,0,0,0.033758545,0,0,0.008221436,0,0.007244873,0,0,0,0,0,0,0,0,0,0.038604736,0,0,0.467327881
-73.9606234,40.81162915,102,0,0,0,0.008831787,0,0,0,0,0,0,0.101965332,0,0,0,0,0,0.343267822,0,0,0,0.049176025,0,0,0,0,0,0.006030273,0,0,0.080999756,0,0,0,0,0,0.018261719,0,0,0.077862549,0,0,0.000268555,0,0.003607178,0,0,0,0,0,0,0,0,0,0.001837158,0,0,0.307891846
-73.9596504,40.8011565,103,0,0,0,0,0,0,0,0,0,0,0.141467285,0,0,0.016564941,0,0,0.069268799,0,0,0,0.009399414,3.05E-05,0,0,0,0,0.000805664,0,0,0.328143311,2.44E-05,0,0,0,6.10E-06,0,0,0.001538086,0.12401123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308740234
-73.95891409,40.80077988,104,0,0,0,0,0,0,0,0,0,0,0.047473145,0,0,0,0,0,0.235339355,0,0,0,0.058483887,0,0,0,0,0,0.005859375,0,0,0.044958496,0,0,0,0,1.22E-05,0.004455566,0,0,0.228790283,0,0,0.002380371,0,0.00100708,0,0,0,0,0,0,0,0,0,0.001763916,0,0,0.369476318
-73.966962,40.8075991,105,0,0,0,0.002362061,0,0,0,0,0,0,0.167224121,0,0,0,0,0,0.047784424,0,0,0,0.02088623,0,0,0,0,0,0.000219727,0,0,0.286077881,0,0,0,0,0,0.000390625,0,0,0.041894531,0,0,0,0,0.062213135,0,0,0,0,0,0,0,0,0,0,0,0,0.370947266
-73.96618013,40.80726308,106,0,0,0,0.000439453,0,0,0,0,0,0,0.279168701,0,0,0,0,0,0.303430176,0,0,0,0.010223389,0,0,0,0,0,0.003179932,0,0,0.114764404,0,0,0,0,0.000402832,0.007696533,0,0,0,0,0,0.001922607,0,0.021868896,0,0,0,0,0,0,0,0,0,0.026696777,0,0,0.230206299
-73.96539075,40.80693728,107,0,0,0,0,0,0,0,0,0,0,0.038928223,0,0,0,0,0,0.225170898,0,0,0,0.262506104,0,0,0,0,0,0.00090332,0,0,0.117919922,0,0,0,0,0.000128174,0.007397461,0,0,0.058843994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008325195,0,0,0.279876709
-73.96460365,40.80660835,108,0,0,0,0.237084961,0,0,0,0,0,0,0.285015869,0,0,0,0,0,0.205749512,0,0,0,0.005450439,0,0,0,0,0,0,0,0,0.067559814,0,0,0,0,0,0.007354736,0.001031494,0,0.057830811,0,0,0.012969971,0,0.000921631,0,0,0,0,0,0,0,0,0,0.005413818,0,0,0.113616943
-73.96381917,40.80627579,109,0,0,0,0.031707764,0,0,0,0,0,0,0.412969971,0,0,0,0,0,0.182061768,0,0,0,0.065570068,0,0,0,0,0,0,0,0,0.109680176,0,0,0,0,0,0.00994873,0,0,0.059307861,0,0,0.00088501,0,0.078955078,0,0,0,0,0,0,0,0,0,0,0,0,0.048913574
-73.96303333,40.80594507,110,0,0,0,0.008758545,0,0,0,0,0,0,0.539398193,0,0,0,0,0,0.143811035,0,0,0,0.099945068,0,0,0,0,0,0.004724121,0,0,0.016491699,0,0,0,0,0.000152588,0.01630249,0.000280762,0,0.041375732,0,0,0,0,0.084106445,0,0,0,0,0,0,0,0,0,0.000909424,0,0,0.043743896
-73.96224248,40.80562136,111,0,0,0,0.002301025,0,0,0,0,0,0,0.478131104,0,0,0.009082031,0,0,0.046929932,0,0,0,0.356726074,0,0,0,0,0,0.003833008,0,0,0.042956543,0,0,0,0,0.000170898,0.02477417,0,0.000189209,0.024078369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010827637
-73.96145562,40.80529208,112,0,0,0,0.280621338,0,0,0,0,0,0,0.122247314,0,0,0.002880859,0,0,0.018377686,0,0,0,0.090087891,0,0,0,0,0,0,0,0,0.186474609,0,0,0,0,0.000335693,0.032098389,0,0,0.064855957,0,0,0.00357666,0,0.010345459,0,0,0,0,0,0,0,0,0,0.002496338,0,0,0.185601807
-73.96067097,40.80495975,113,0,0,0,0.000213623,0,0,0,0,0,0,0.35748291,0,0,0.000268555,0,0,0.219573975,0,0,0,0.074926758,0,0,0,0,0,0.001501465,0,0,0.168786621,0,0,0,0.001544189,0.008007813,0.018182373,0,0,0.079431152,0,0,3.05E-05,0,0.047875977,0,0,0,0,0.004272461,0,0,0,0,0.003210449,0,0,0.014691162
-73.958204,40.8038773,114,0,0,0,0.060266113,0,0,0,0,0,0,0.071276855,0,0,0,0,0,0.325048828,0,0,0,0.025219727,0,0,0,0,0,0.000238037,0,0,0.025732422,0,0,0,0,0.001947021,0,0,0,0.05970459,0,0,0.001049805,0,0.000848389,0,0,0,0,0,0,0,0,0,0.004248047,0,0,0.424420166
-73.9579584,40.8080286,115,0,0,0,0.180126953,0,0,0,0,0,0,0.156243896,0,0,0.000610352,0,0,0.104321289,0,0,0,0.013201904,0,0,0,0,0,0,0,0,0.088354492,0,0,0,0,0,0,0,0.000292969,0.052038574,0,0,0,0,0.017034912,0,0,0,0,0,0,0,0,0,0,0,0,0.387774658
-73.95873589,40.80837048,116,0,0,0,0.042272949,0,0,0,0,0,0,0.260461426,0,0,1.83E-05,0,0,0.247857666,0,0,0,0.034277344,0,0,0,0.005505371,0,0.032537842,0,0,0.104278564,0,0,0,0,0.000744629,0.050567627,0,0,0.034759521,0,0,0.000280762,0,0.024682617,0,0,0,0,0.019555664,0,0,0,0,0.001837158,0,0,0.140362549
-73.95952076,40.80870241,117,0,0,0,0.004534912,0,0,0,0,0,0,0.618988037,0,0,0,0,0,0.047784424,0,0,0,0.214581299,0,0,0,0,0,0,0,0,0.108056641,0,0,0,0,5.49E-05,0.001013184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004986572
-73.963477,40.810373,118,0,0,0,0.041516113,0,0,0,0,0,0,0.567382813,0,0,0,0,0,0.018725586,0,0,0,0.009741211,0,0,0,0,0,0.016046143,0,0,0.266564941,0,0,0,0,0.002746582,0,0,0,0.064013672,0,0,0,0,0.001806641,0,0,0.011456299,0,0,0,0,0,0,0,0,0,0
-73.96426612,40.81069914,119,0,0,0,0,0,0,0,0,0,0,0.467285156,0,0,0,0,0,0.471917725,0,0,0,0,0,0,0,0,0,0.031323242,0,0,6.71E-05,0,0,0,0,0,0,0,0,0.021478271,0,0,0,0,0,0,0,0,0,0.007873535,0,0,0,5.49E-05,0,0,0,0
-73.9691157,40.8035804,120,0,0,0,0.204064941,0,0,0,0,0,0,0.489367676,0,0,0,0,0,0.250897217,0,0,0,0.002215576,0,0,0,0,0,0.007641602,0,0,0.013641357,0.000927734,0,0,0,0.0081604,0,0,0,0.004083252,0,0,0,0,0.008612061,0,0,0,0,0.001544189,0,0,0,0,0.008843994,0,0,0
-73.96833086,40.80324831,121,0,0,0,0.007788086,0,0,0,0,0,0,0.065576172,0,0,0.00300293,0,0,0.197235107,0,0,0,0.067785645,0,0,0,0,0,0.001019287,0,0,0.252008057,0,0,0,0,0.000183105,0.022161865,0,0,0.0190979,0,0,0,0,0.063641357,0,0,0,0,0.000256348,0,0,0,0,0.001965332,0,0,0.298278809
-73.96754563,40.80291675,122,0,0,0,0.018170166,0,0,0,0,0,0,0.319122314,0,0,0.020025635,0,0,0.143438721,0,0,0,0.024597168,0.003704834,0,0,0,0,0,0,0,0.28916626,0,0,0,0,0.007373047,0,0,0.003436279,0.032159424,0,0,0,0,0.001275635,0,0,0,0,0,0,0,0,0,0,0,0,0.137530518
-73.96676093,40.8025845,123,0,0,0,0.020703125,0,0,0,0,0,0,0.155487061,0,0,0.002624512,0,0,0.243115234,0,0,0,0.029705811,7.32E-05,0,0,0,0,0.025579834,0,0,0.246087646,0,0,0,0,0,0.032147217,0,0.003948975,0.001177979,0,0,0.000335693,0,0.030291748,0,0,0,0,0.002478027,0,0,0,0,0.068218994,0,0,0.138024902
-73.96597526,40.80225354,124,0,0,0,0.074914551,0,0,0,0,0,0,0.135345459,0,0,0,0,0,0.157983398,0,0,0,0.123535156,0,0,0,0,0,0.099816895,0,0,0.224505615,0,0,0,0,0.003649902,0.008514404,0,0,0.049389648,0,0,0,0,0.004022217,0,0,0,0,0.000323486,0,0,0,0.006549072,0.003552246,0,0,0.107897949
-73.96518959,40.80192257,125,0,0,0,0.01260376,0,0,0,0,0,0,0.040777588,0,0,0.004022217,0,0,0.279986572,0,0,0,0.028082275,0.001312256,0,0,0,0,0.016040039,0,0,0.258117676,0,0,0,0,0,0.010296631,0,0.001593018,0.004351807,0,0,0.000152588,0,0.044049072,0,0,0,0,0.003753662,0,0,0,0,0.002819824,0,0,0.292041016
-73.96440448,40.80159084,126,0,0,0,0.03951416,0,0,0,0,0,0,0.332446289,0,0,0,0,0,0.142047119,0,0,0,0.109429932,0,0,0,0,0,0.016674805,0,0,0.174816895,0,0,0,0,0.026904297,0.030755615,0,7.32E-05,0.127197266,0,0,0,0,0.000140381,0,0,0,0,0,0,0,0,0,0,0,0,0
-73.96362006,40.80125816,127,0,0,0,0.015167236,0,0,0,0,0,0,0.029711914,0,0,0,0,0,0.203118896,0,0,0,0.139910889,0,0,0,0,0,0.0034729,0,0,0.141656494,0,0,0,0,0,0.012139893,0,0,0.212524414,0,0,0,0,0.010113525,0,0,0,0,0,0,0,0,0,0,0,0,0.232183838
-73.96283507,40.80092627,128,0,0,0,0,0,0,0,0,0,0,0.16741333,0,0,0,0,0,0.418731689,0,0,0,0.015917969,0,0,0,0,0,0.128424072,0,0,0.054229736,0,0,0,0,0,0.000524902,0,0,0.081378174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058728027,0,0,0.0746521
-73.96204855,40.80059647,129,0,0,0,0.024829102,0,0,0,0,0,0,0.199365234,0,0,0,0,0,0.187384033,0,0,0,0.03581543,0,0,0,0,0,0.029278564,0,0,0.058636475,0,0,0,0,0,0,0,0,0.063867188,0,0,0,0,0.009710693,0,0,0,0,0,0,0,0,0,9.77E-05,0,0,0.391015625
-73.9681085,40.809158,130,0,0,0,0,0,0,0,0,0,0,0.010546875,0,0,0.005078125,0,0,0.352398682,0,0,0,0.000280762,0,0,0,0,0,0.005621338,0,0,0,0,0,0,0,0,0,0,0,0.281665039,0,0,0.005645752,0,0,0,0,0,0,0.005310059,0,0,0,0,0,0,0,0.333453369
-73.9677231,40.80977454,131,0,0,0,0,0,0,0,0,0,0,0.008514404,0,0,0.007385254,0,0,0.32722168,0,0,0,0.000592041,0,0,0,0,0,7.93E-05,0,0,0.000372314,0,0,0,0,0,0,0,0,0.294348145,0,0,0.006286621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355200195
-73.96733545,40.81039025,132,0,0,0,0,0,0,0,0,0,0,0.021984863,0,0,0,0,0,0.270477295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335357666,0,0,0.000488281,0,0,0,0,0,0,0,0,0,0,0,0.000738525,0,0,0.370953369
-73.9628934,40.8168282,133,0,0,0,0,0,0,0,0,0,0,0.240887451,0,0,0,0,0,0.176495361,0,0,0,0.029449463,0,0,0,0,0,0,0,0,0.016418457,0,0,0,0,0,0.007983398,0,0,0.38404541,0,0,0.039361572,0,7.32E-05,0,0,0,0,0.009490967,0,0,0,0,0,0,0,0.095794678
-73.96341795,40.81627428,134,0,0,0,0,0,0,0,0,0,0,0.105670166,0,0,0,0,0,0.250018311,0,0,0,0.001037598,0,0,0,0,0,0.001678467,0,0,0.002508545,0,0,0,0,0.007659912,0,0,0,0.302246094,0,0,0.017834473,0,0,0,0,0,0,0.001873779,0,0,0,0,0,0,0,0.309472656
-73.96390468,40.8157008,135,0,0,0,0,0,0,0,0,0,0,0.185418701,0,0,0,0,0,0.322979736,0,0,0,0.028625488,0,0,0,0,0,0,0,0,0.017315674,0,0,0,0,0.00255127,0.001055908,0,0,0.262524414,0,0,0.003765869,0,0.000256348,0,0,0,0,0,0,0,0,0,0.005206299,0,0,0.170300293
-73.96434336,40.81510555,136,0,0,0,0,0,0,0,0,0,0,0.080218506,0,0,1.83E-05,0,0,0.325494385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003411865,0,0,0.257574463,0,0,0.20213623,0,0,0,0,0,0,0.019458008,0,0,0,0,3.05E-05,0,0,0.111657715
-73.96471272,40.81448355,137,0,0,0,0,0,0,0,0,0,0,0.20090332,0,0,0.000469971,0,0,0.402618408,0,0,0,0.002264404,0,0,0,0,0,0.003509521,0,0,0.006616211,0,0,0,0,0.000109863,0.000463867,0,0,0.181561279,0,0,0.073803711,0,0.001049805,0,0,0,0,0.002734375,0,0,0,0,0,0,0,0.123895264
-73.96508422,40.8138622,138,0,0,0,0,0,0,0,0,0,0,0.065979004,0,0,0,0,0,0.593591309,0,0,0,0,0,0,0,0,0,0.00335083,0,0,0.002575684,6.10E-05,0,0,0,0.007147217,0.000421143,0,0,0.106304932,0,0,0.072174072,0,0,0,0,0,0,0.112646484,0,0,0,0,0.035748291,0,0,0
-73.96550481,40.81325932,139,0,0,0,0,0,0,0,0,0,0,0.078131104,0,0,0,0,0,0.222521973,0,0,0,0.003405762,0,0,0,0,0,0.000360107,0,0,0.007733154,0,0,0,0,0.001037598,0,0,0,0.310253906,0,0,0.122668457,0,0,0,0,0,0,0.007366943,0,0,0,0,0,0,0,0.246520996
-73.96596093,40.81267136,140,0,0,0,0,0,0,0,0,0,0,0.039483643,0,0,0,0,0,0.354827881,0,0,0,0,0,0,0,0,0,0.002685547,0,0,0,0,0,0,0,0,0,0,0,0.154901123,0,0,0.133074951,0,1.83E-05,0,0,0,0,0.027807617,0,0,0,0,0.002252197,0,0,0.28494873
-73.96641216,40.81208123,141,0,0,0,0,0,0,0,0,0,0,0.01439209,0,0,0,0,0,0.306634521,0,0,0,0,0,0,0,0,0,0.001519775,0,0,0,0,0,0,0,0,0,0,0,0.229144287,0,0,0.111328125,0,0,0,0,0,0,0.002166748,0,0,0,0,0.001434326,0,0,0.333380127
-73.96683201,40.81147789,142,0,0,0,0,0,0,0,0,0,0,0.042932129,0,0,0,0,0,0.328448486,0,0,0,6.10E-06,0,0,0,0,0,0.005999756,0,0,0,0,0,0,0,0,0.000482178,0,0,0.208526611,0,0,0.063970947,0,3.66E-05,0,0,0,0,0.043823242,0,0,0,0,0.00098877,0,0,0.304785156
-73.96722488,40.8108641,143,0,0,0,0,0,0,0,0,0,0,0.020269775,0,0,0,0,0,0.226281738,0,0,0,0,0,0,0,0,0,0.00255127,0,0,0,0,0,0,0,0,0,0,0,0.334344482,0,0,0.098907471,0,0,0,0,0,0,3.05E-05,0,0,0,0,0.001818848,0,0,0.315795898
-73.96761446,40.81024909,144,0,0,0,0,0,0,0,0,0,0,0.001098633,0,0,0,0,0,0.23404541,0,0,0,0.007232666,0,0,0,0,0,0.002655029,0,0,0.001208496,0,0,0,0,0,0,0,0,0.306219482,0,0,0.085675049,0,0,0,0,0,0,0.027978516,0,0,0,0,0,0,0,0.333886719
-73.96800404,40.80963407,145,0,0,0,0,0,0,0,0,0,0,0.039916992,0,0,0,0,0,0.242919922,0,0,0,0,0,0,0,0,0,0.003967285,0,0,0,0,0,0,0,0,0,0,0,0.3109375,0,0,0.102783203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299475098
-73.96839541,40.80901971,146,0,0,0,0,0,0,0,0,0,0,0.027856445,0,0,0,0,0,0.316455078,0,0,0,0,0,0,0,0,0,0.004437256,0,0,0,0,0,0,0,0,0,0,0,0.225537109,0,0,0.078369141,0,0,0,0,0,0,0.016973877,0,0,0,0,0.002532959,0,0,0.327838135
-73.96880076,40.8084106,147,0,0,0,0,0,0,0,0,0,0,0.003234863,0,0,0,0,0,0.247167969,0,0,0,0.010797119,0,0,0,0,0,0.003515625,0,0,0.001147461,0,0,0,0,0.000421143,0.000305176,0,0,0.292584229,0,0,0.090905762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349920654
-73.96922704,40.8078098,148,0,0,0,0,0,0,0,0,0,0,0.023681641,0,0,0,0,0,0.237872314,0,0,0,0,0,0,0,0,0,0.003686523,0,0,0,0,0,0,0,0,0,0,0,0.315325928,0,0,0.094586182,0,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.324798584
-73.96966528,40.80721399,149,0,0,0,0,0,0,0,0,0,0,0.053625488,0,0,0,0,0,0.323907471,0,0,0,0,0,0,0,0,0,0.014404297,0,0,0,0.000299072,0,0,0,0.007855225,0,0,0,0.236560059,0,0,0.071636963,0,0.000280762,0,0,0,0,0,0,0,0,0,0.003100586,0,0,0.288330078
-73.97011542,40.80662331,150,0,0,0,0,0,0,0,0,0,0,0.007434082,0,0,0,0,0,0.436657715,0,0,0,0,0,0,0,0,0,0.012719727,0,0,0,0,0,0,0,0,0,0,0,0.118481445,0,0,0.115179443,0,0,0,0,0,0,0.000457764,0,0,0,0,0.006903076,0,0,0.302166748
-73.97057525,40.80603694,151,0,0,0,0,0,0,0,0,0,0,0.084124756,0,0,7.32E-05,0,0,0.405474854,0,0,0,0.003082275,0,0,0,0,0,0.00723877,0,0,0.000317383,0,0,0,0,0,0,0,0,0.217053223,0,0,0.035021973,0,0,0,0,0,0,0,0,0,0,0,0.000512695,0,0,0.24710083
-73.97103534,40.80545068,152,0,0,0,0,0,0,0,0,0,0,0.001477051,0,0,0,0,0,0.305865479,0,0,0,0.000897217,0,0,0,0,0,0.023913574,0,0,0,0,0,0,0,0,0,0,0,0.266662598,0,0,0.064306641,0,0,0,0,0,0,0.013342285,0,0,0,0,0,0,0,0.323535156
-73.97149317,40.80486339,153,0,0,0,0,0,0,0,0,0,0,0.006964111,0,0,0,0,0,0.210784912,0,0,0,0,0,0,0,0,0,0.003607178,0,0,0,0,0,0,0,0,0,0,0,0.30390625,0,0,0.079077148,0,0,0,0,0,0,0.047070313,0,0,0,0,0,0,0,0.348590088
-73.97194144,40.80427186,154,0,0,0,0,0,0,0,0,0,0,0.022613525,0,0,0.000610352,0,0,0.282519531,0,0,0,0,0,0,0,0,0,0.016998291,0,0,0,0,0,0,0,0,0,0,0,0.313909912,0,0,0.043041992,0,0.001068115,0,0,0,0,0.014959717,0,0,0,0,0,0,0,0.304278564
-73.97238325,40.80367752,155,0,0,0,0,0,0,0,0,0,0,0.024487305,0,0,0,0,0,0.27020874,0,0,0,0,0,0,0,0,0,0.024664307,0,0,0,0,0,0,0,0,0,0,0,0.289538574,0,0,0.085906982,0,0,0,0,0,0,9.16E-05,0,0,0,0,3.05E-05,0,0,0.305072021
