full_id,osm_id,osm_type,osm_versio,osm_timest,osm_uid,osm_user,osm_change,maxspeed,tiger_na_3,tiger_na_4,tiger_na_5,tiger_na_6,parking_la,name_1,turn_lan_2,oneway,lanes,hgv,destinat_1,tiger_zi_1,tiger_zi_2,tiger_revi,tiger_na_7,tiger_na_8,tiger_coun,tiger_cfcc,surface,name,highway,distance,angle,x,y,SVI_ID,none,hide,bone,brick,cardboard,carpet,ceilingtile,ceramic,chalkboard,clutter,concrete,cork,engineeredstone,fabric,fiberglass,fire,foliage,food,fur,gemstone,glass,hair,icannottell,ice,leather,liquid,metal,mirror,notonlist,paint,paper,pearl,photograph,clearplastic,plastic,rubber,sand,skin,sky,snow,soap,soil,sponge,stone,polishedstone,styrofoam,tile,wallpaper,water,wax,whiteboard,wicker,wood,treewood,badpolygon,multiplematerials,asphalt
w1043350178,1043350178,way,1,2022-03-24T07:28:21.000,12195445,smikhnouski_lyft,118850275,,,,,United States Highway 9,,,,yes,3.0,local,,,,no,,Broadway,"New York, NY",A21,asphalt,Broadway,primary,200,209.241815,-73.9625517,40.80824794,596,0,0.0,0,0.0,0,0,0,0.0,0,0,0.035582285764872525,0,0,0.0,0,0,0.49842311437677056,0,0,0,0.026906648371104812,0,0,0,0,0,0.01574119157223796,0,0,0.12628917315864022,0,0,0,0,0.0,0.0,0,0.0,0.012930462110481586,0.0,0,0.0,0,0.0,0.0,0,0.0,0,3.319759206798867e-05,0,0,0,0.000708215297450425,0.27888743803116145,0,0,0.004498273725212464
w1043350179,1043350179,way,4,2022-09-27T02:08:31.000,384667,MxxCon,126676531,,St,W,W,122,,,,no,,,,10027.0,10027.0,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,0,299.2475081,-73.96132854,40.80854842,597,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0017560738130563797,0,0,5.7956231454005944e-05,0,0,0.07797431379821959,0,0,0,0.1933130100148368,0,0,0,0,0,5.795623145400594e-06,0,0,0.6314853022997032,0,0,0,0,0.0,0.0,0,0.0,0.09142015949554896,0.0,0,0.0,0,0.0,0.0,0,0.003987388724035608,0,0.0,0,0,0,0.0,0.0,0,0,0.0
w1043350179,1043350179,way,4,2022-09-27T02:08:31.000,384667,MxxCon,126676531,,St,W,W,122,,,,no,,,,10027.0,10027.0,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,100,299.3332916,-73.96174699,40.80767946,598,0,0.0,0,0.003019593253968254,0,0,0,0.0,0,0,0.13425099206349206,0,0,0.0,0,0,0.7241753472222221,0,0,0,0.0,0,0,0,0,0,0.037896825396825394,0,0,0.07600446428571428,0,0,0,0,0.01032986111111111,0.0,0,0.0,0.0,0.0,0,0.013200644841269841,0,0.0006944444444444445,0.0,0,0.0,0,0.0,0,0,0,0.00042782738095238095,0.0,0,0,0.0
w1043350179,1043350179,way,4,2022-09-27T02:08:31.000,384667,MxxCon,126676531,,St,W,W,122,,,,no,,,,10027.0,10027.0,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,200,299.3406221,-73.96220835,40.80787437,599,0,0.0,0,0.064453125,0,0,0,0.0,0,0,0.03236435966257669,0,0,0.0023844900306748467,0,0,0.10800901073619631,0,0,0,0.09123370398773006,0,0,0,0,0,0.002528278374233129,0,0,0.41134250383435583,0,0,0,0,0.0,0.0,0,3.5947085889570555e-05,0.06924007860429447,0.0,0,0.0,0,0.0,0.0,0,0.21840850268404907,0,0.0,0,0,0,0.0,0.0,0,0,0.0
w1047067668,1047067668,way,1,2022-04-01T07:44:10.000,10976496,A_Prokopova_lyft,119189723,,St,W,W,120,,,,no,,,,10027.0,10027.0,no,St,120th,"New York, NY",A41,asphalt,West 120th Street,residential,0,300.0332893,-73.96211179,40.80866212,600,0,0.016314717409240925,0,0.0,0,0,0,0.0,0,0,0.005910942656765676,0,0,0.0,0,0,0.1828975866336634,0,0,0,0.0,0,0,0,0,0,0.000541460396039604,0,0,0.0050923061056105615,0,0,0,0,0.0,0.0007155012376237624,0,0.0,0.001289191419141914,0.0005930280528052805,0,0.004995616749174918,0,0.005724009900990099,0.0,0,0.0,0,0.0,0,0,0,0.0,0.7759256394389439,0,0,0.0
w1047067669,1047067669,way,1,2022-04-01T07:44:10.000,10976496,A_Prokopova_lyft,119189723,,Dr,,,Riverside,,,,yes,2.0,no,,,,no,Dr,Riverside,"New York, NY",A41,,Riverside Drive,secondary,0,31.20884517,-73.96138219,40.80958791,601,0,0.0,0,0.0005770596590909091,0,0,0,0.0009955864448051948,0,0,0.08807452313311687,0,0,0.0,0,0,0.1851346895292208,0,0,0,0.09459339488636363,0,0,0,0,0,0.035587459415584416,0,0,0.03660206980519481,0,0,0,0,0.0,0.0,0,0.0,0.002143364448051948,0.0,0,0.0,0,0.001280945616883117,0.1763075791396104,0,0.37870332792207795,0,0.0,0,0,0,0.0,0.0,0,0,0.0
